title_id,original_title,genre,duration,country,content_rating,director,income,votes,score,year
tt0338013,Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi",108.0,USA,R,Michel Gondry,74036715,889875,7.9,2004
tt0114709,Toy Story,"Animation, Adventure, Comedy",81.0,USA,G,John Lasseter,404265438,864461,7.9,1996
tt0119217,Good Will Hunting,"Drama, Romance",126.0,USA,R,Gus Van Sant,225933435,837379,7.8,1998
tt0208092,Snatch,"Comedy, Crime",104.0,UK,R,Guy Ritchie,83557872,766589,7.8,2001
tt0180093,Requiem for a Dream,Drama,102.0,USA,R,Darren Aronofsky,7390108,748291,7.8,2000
tt0066921,A Clockwork Orange,"Crime, Drama, Sci-Fi",136.0,UK,Unknown,Stanley Kubrick,26903440,740301,7.8,1972
tt0435761,Toy Story 3,"Animation, Adventure, Comedy",103.0,USA,G,Lee Unkrich,1066969703,739717,7.8,2010
tt0086250,Scarface,"Crime, Drama",170.0,USA,R,Brian De Palma,66023585,721343,7.8,1984
tt0075314,Taxi Driver,"Crime, Drama",114.0,USA,R,Martin Scorsese,28441292,703264,7.7,1976
tt0211915,Le fabuleux destin d'AmÃ©lie Poulain,"Comedy, Romance",122.0,France,R,Jean-Pierre Jeunet,173924742,690480,7.7,2002
tt0093058,Full Metal Jacket,"Drama, War",116.0,UK,Unknown,Stanley Kubrick,46357676,658175,7.7,1987
tt0090605,Aliens,"Action, Adventure, Sci-Fi",137.0,USA,R,James Cameron,131384634,639500,7.7,1986
tt0062622,2001: A Space Odyssey,"Adventure, Sci-Fi",149.0,UK,G,Stanley Kubrick,68989547,587866,7.6,1968
tt0033467,Citizen Kane,"Drama, Mystery",119.0,USA,Unknown,Orson Welles,1594107,389322,7.6,1948
tt8579674,1917,"Drama, War",119.0,USA,Unknown,Sam Mendes,384857224,362897,7.6,2020
tt0086879,Amadeus,"Biography, Drama, History",160.0,USA,R,Milos Forman,52066791,361028,7.6,1985
tt0052357,Vertigo,"Mystery, Romance, Thriller",128.0,USA,Unknown,Alfred Hitchcock,7796389,352786,7.5,1958
tt0053125,North by Northwest,"Adventure, Mystery, Thriller",136.0,USA,Unknown,Alfred Hitchcock,73446,291628,7.5,1959
tt2106476,Jagten,Drama,115.0,Denmark,R,Thomas Vinterberg,15843274,269616,7.5,2012
tt0056172,Lawrence of Arabia,"Adventure, Biography, Drama",228.0,UK,PG,David Lean,45710874,261504,7.5,1963
tt0070735,The Sting,"Comedy, Crime, Drama",129.0,USA,PG,George Roy Hill,156000000,236285,7.5,1974
tt0082096,Das Boot,"Adventure, Drama, Thriller",149.0,Germany,R,Wolfgang Petersen,11487676,226427,7.5,1982
tt0059578,Per qualche dollaro in piÃ¹,Western,132.0,Italy,Unknown,Sergio Leone,15000000,226039,7.4,1965
tt1832382,Jodaeiye Nader az Simin,Drama,123.0,Iran,PG-13,Asghar Farhadi,22926076,214165,7.4,2011
tt0045152,Singin' in the Rain,"Comedy, Musical, Romance",103.0,USA,Unknown,Stanley Donen,1864182,213152,7.4,1953
